iter	Logloss
1511	0.1446287465
1512	0.1446231169
1513	0.1446133456
1514	0.1446091699
1515	0.144603963
1516	0.1445990435
1517	0.1445948509
1518	0.1445923996
1519	0.1445906753
1520	0.1445894073
1521	0.144585181
1522	0.1445848767
1523	0.1445832875
1524	0.1445799403
1525	0.1445709296
1526	0.1445700505
1527	0.1445611244
1528	0.1445573207
1529	0.144548496
1530	0.1445454361
1531	0.1445384879
1532	0.1445284292
1533	0.1445243042
1534	0.1445214979
1535	0.1445188268
1536	0.1445179308
1537	0.1445089878
1538	0.1445032568
1539	0.1445005182
1540	0.1444997912
1541	0.144499301
1542	0.1444941786
1543	0.1444938912
1544	0.1444834605
1545	0.1444787439
1546	0.1444764954
1547	0.144471204
1548	0.1444689048
1549	0.1444676876
1550	0.1444660478
1551	0.1444578655
1552	0.1444523882
1553	0.144448652
1554	0.1444458119
1555	0.1444377311
1556	0.1444338935
1557	0.144427182
1558	0.1444233952
1559	0.1444175459
1560	0.144416447
1561	0.1444126433
1562	0.1444106654
1563	0.1444059487
1564	0.1443998458
1565	0.1443963295
1566	0.144393557
1567	0.1443920862
1568	0.1443890094
1569	0.1443842927
1570	0.1443839377
1571	0.1443821796
1572	0.1443809962
1573	0.144369585
1574	0.1443611153
1575	0.1443564663
1576	0.144339155
1577	0.144336653
1578	0.1443356725
1579	0.1443292822
1580	0.1443188346
1581	0.1443106861
1582	0.1443032815
1583	0.1442909236
1584	0.1442895881
1585	0.1442888949
1586	0.1442870015
1587	0.1442863084
1588	0.1442789376
1589	0.1442765539
1590	0.1442752691
1591	0.1442713301
1592	0.1442681181
1593	0.1442558108
1594	0.1442483555
1595	0.14424773
1596	0.1442453632
1597	0.1442391758
1598	0.1442319572
1599	0.1442260064
1600	0.144217131
1601	0.1442144092
1602	0.1442083064
1603	0.1442062946
1604	0.1442013413
1605	0.1441979771
1606	0.1441944776
1607	0.1441889495
1608	0.1441844696
1609	0.1441814773
1610	0.1441780793
1611	0.1441753237
1612	0.1441700154
1613	0.1441612245
1614	0.1441524505
1615	0.1441518588
1616	0.1441423241
1617	0.1441377596
1618	0.1441294083
1619	0.1441260779
1620	0.1441243198
1621	0.1441192819
1622	0.1441167123
1623	0.1441145484
1624	0.1441069916
1625	0.1441038641
1626	0.1440969328
1627	0.1440937039
1628	0.14409154
1629	0.1440906947
1630	0.1440862993
1631	0.1440835268
1632	0.1440778634
1633	0.1440715915
1634	0.1440668072
1635	0.144057357
1636	0.1440393019
1637	0.1440367999
1638	0.1440292432
1639	0.1440259973
1640	0.1440219738
1641	0.1440173755
1642	0.144011205
1643	0.1440109852
1644	0.1440091932
1645	0.1440058459
1646	0.1440035468
1647	0.1439960238
1648	0.1439957702
1649	0.1439901576
1650	0.1439776475
1651	0.1439762782
1652	0.143975957
1653	0.1439713418
1654	0.143966287
1655	0.1439639033
1656	0.1439583752
1657	0.1439565325
1658	0.1439562959
1659	0.1439542672
1660	0.1439455271
1661	0.143942856
1662	0.1439375815
1663	0.1439292132
1664	0.1439277425
1665	0.143926576
1666	0.1439204562
1667	0.1439166186
1668	0.1439128487
1669	0.1439058329
1670	0.1439037028
1671	0.1439000681
1672	0.1438957065
1673	0.1438938976
1674	0.143888454
1675	0.1438881836
1676	0.1438840248
1677	0.1438838388
1678	0.1438735603
1679	0.1438690296
1680	0.1438647187
1681	0.1438533413
1682	0.1438428599
1683	0.143842471
1684	0.1438397662
1685	0.1438339507
1686	0.1438334266
1687	0.1438333759
1688	0.1438330716
1689	0.1438278985
1690	0.1438229283
1691	0.1438217618
1692	0.1438161153
1693	0.1438100801
1694	0.1438046196
1695	0.1438011878
1696	0.1437925322
1697	0.1437924307
1698	0.1437916362
1699	0.1437905373
1700	0.1437848063
1701	0.1437779427
1702	0.1437741897
1703	0.1437706733
1704	0.1437665315
1705	0.1437635899
1706	0.1437578759
1707	0.1437559486
1708	0.1437525168
1709	0.1437448417
1710	0.143742289
1711	0.1437384514
1712	0.1437383669
1713	0.1437316047
1714	0.1437290689
1715	0.1437272769
1716	0.1437187734
1717	0.143714902
1718	0.1437097628
1719	0.143706145
1720	0.1436986558
1721	0.1436972189
1722	0.143697016
1723	0.1436954945
1724	0.1436835761
1725	0.1436805669
1726	0.1436795357
1727	0.1436769999
1728	0.1436740583
1729	0.1436724692
1730	0.1436707956
1731	0.1436659606
1732	0.1436618018
1733	0.1436616835
1734	0.1436599929
1735	0.143653721
1736	0.1436509654
1737	0.1436436622
1738	0.14364209
1739	0.1436408897
1740	0.1436386751
1741	0.1436323524
1742	0.1436302054
1743	0.1436298504
1744	0.1436214653
1745	0.1436203833
1746	0.1436174587
1747	0.1436142466
1748	0.1436070111
1749	0.1436032749
1750	0.1435937402
1751	0.1435934697
1752	0.1435900717
1753	0.1435852706
1754	0.1435799453
1755	0.1435784915
1756	0.1435718138
1757	0.1435674522
1758	0.1435641218
1759	0.1435570384
1760	0.1435522203
1761	0.1435410457
1762	0.1435407753
1763	0.1435367686
1764	0.1435325592
1765	0.1435215537
1766	0.1435159072
1767	0.1435147915
1768	0.1435040734
1769	0.1435014192
1770	0.1434957559
1771	0.1434893825
1772	0.1434850378
1773	0.1434734237
1774	0.1434709386
1775	0.1434632635
1776	0.1434584285
1777	0.1434463918
1778	0.1434411849
1779	0.1434357751
1780	0.1434302808
1781	0.1434255135
1782	0.1434228762
1783	0.1434163
1784	0.1434138148
1785	0.1434103323
1786	0.1434019134
1787	0.1433954893
1788	0.1433813394
1789	0.1433786852
1790	0.1433732923
1791	0.1433694548
1792	0.1433673247
1793	0.1433659384
1794	0.1433546794
1795	0.1433543751
1796	0.1433454828
1797	0.1433380105
1798	0.1433346632
1799	0.143328983
1800	0.1433137342
1801	0.143310556
1802	0.1433081723
1803	0.143300717
1804	0.1432991278
1805	0.1432989926
1806	0.1432975894
1807	0.1432947493
1808	0.1432925516
1809	0.1432871926
1810	0.1432824421
1811	0.1432796358
1812	0.1432772521
1813	0.1432714535
1814	0.1432684781
1815	0.1432664664
1816	0.1432621386
1817	0.1432601437
1818	0.1432598056
1819	0.143251505
1820	0.1432436609
1821	0.1432406686
1822	0.1432388597
1823	0.1432348024
1824	0.1432317425
1825	0.1432311001
1826	0.1432249465
1827	0.1432145158
1828	0.1432078719
1829	0.1432058263
1830	0.1431997065
1831	0.1431968495
1832	0.1431864695
1833	0.1431825981
1834	0.1431796735
1835	0.1431793861
1836	0.1431789804
1837	0.1431787099
1838	0.1431778139
1839	0.1431685328
1840	0.143161872
1841	0.1431592178
1842	0.1431569187
1843	0.143156327
1844	0.1431527937
1845	0.1431449834
1846	0.1431422109
1847	0.1431330143
1848	0.1431284498
1849	0.1431282976
1850	0.1431256097
1851	0.1431200308
1852	0.1431172076
1853	0.1431111385
1854	0.1431031422
1855	0.1430948585
1856	0.1430946557
1857	0.1430919677
1858	0.1430887556
1859	0.1430838192
1860	0.143082788
1861	0.1430779192
1862	0.1430746564
1863	0.1430714444
1864	0.1430646146
1865	0.1430480472
1866	0.1430424514
1867	0.143040203
1868	0.1430397973
1869	0.1430371769
1870	0.1430348609
1871	0.1430250049
1872	0.1430219958
1873	0.1430217591
1874	0.1430172115
1875	0.1430088433
1876	0.1430029094
1877	0.143000492
1878	0.142999224
1879	0.1429955386
1880	0.14299351
1881	0.1429850234
1882	0.1429830624
1883	0.1429776019
1884	0.1429773483
1885	0.142976148
1886	0.1429730881
1887	0.1429723443
1888	0.1429652778
1889	0.1429596144
1890	0.1429584141
1891	0.1429582282
1892	0.1429567743
1893	0.1429529029
1894	0.1429519731
1895	0.142951821
1896	0.1429484737
1897	0.142942878
1898	0.1429278997
1899	0.1429252455
1900	0.142923724
1901	0.1429100644
1902	0.1429053984
1903	0.1429031669
1904	0.1428926348
1905	0.142888121
1906	0.1428862276
1907	0.1428857542
1908	0.1428851287
1909	0.1428848075
1910	0.1428847399
1911	0.1428824577
1912	0.1428817645
1913	0.1428800571
1914	0.1428797359
1915	0.142878823
1916	0.1428751545
1917	0.1428745628
1918	0.142869863
1919	0.1428665834
1920	0.1428604974
1921	0.1428565584
1922	0.1428537859
1923	0.1428502188
1924	0.1428480549
1925	0.1428416477
1926	0.1428383343
1927	0.142831758
1928	0.142829256
1929	0.1428263314
1930	0.1428239646
1931	0.1428214457
1932	0.1428153259
1933	0.1428079551
1934	0.1428033737
1935	0.1427906269
1936	0.1427869246
1937	0.1427791988
1938	0.142774871
1939	0.1427666718
1940	0.1427628681
1941	0.1427599096
1942	0.1427561058
1943	0.1427553113
1944	0.1427525557
1945	0.1427393187
1946	0.1427357347
1947	0.1427309843
1948	0.1427225146
1949	0.1427193364
1950	0.1427142647
1951	0.1427086183
1952	0.1426998274
1953	0.1426983228
1954	0.1426929638
1955	0.1426868271
1956	0.1426846462
1957	0.1426822964
1958	0.1426767514
1959	0.1426714938
1960	0.1426699384
1961	0.1426631593
1962	0.1426587639
1963	0.1426535908
1964	0.1426526103
1965	0.1426498209
1966	0.1426425177
1967	0.142641216
1968	0.1426369389
1969	0.1426360091
1970	0.142635316
1971	0.1426289257
1972	0.142624564
1973	0.1426184273
1974	0.1426124259
1975	0.1426043281
1976	0.1426006935
1977	0.1425979886
1978	0.1425952161
1979	0.142593627
1980	0.1425894851
1981	0.1425861378
1982	0.1425818438
1983	0.1425797137
1984	0.1425753859
1985	0.1425732558
1986	0.142570889
1987	0.1425687589
1988	0.1425674572
1989	0.1425672205
1990	0.1425660879
1991	0.1425655807
1992	0.1425612529
1993	0.1425524113
1994	0.1425477961
1995	0.1425455815
1996	0.1425394786
1997	0.1425327164
1998	0.1425320233
1999	0.1425148304
2000	0.1425118381
2001	0.1425050083
2002	0.1425015426
2003	0.1425008664
2004	0.1424949326
2005	0.1424882211
2006	0.1424850767
2007	0.1424818815
2008	0.1424786188
2009	0.1424716537
2010	0.1424674442
2011	0.1424657368
2012	0.142460868
2013	0.142460141
2014	0.1424580786
2015	0.1424543424
2016	0.1424512825
2017	0.1424483917
2018	0.1424428974
2019	0.1424380624
2020	0.1424280882
2021	0.1424249945
2022	0.1424152062
2023	0.1424089173
2024	0.1424023411
2025	0.1423968975
2026	0.1423886138
2027	0.1423862301
2028	0.1423803132
2029	0.1423788931
2030	0.1423732298
2031	0.1423694937
2032	0.1423626976
2033	0.1423589277
2034	0.1423564933
2035	0.1423499171
2036	0.1423429689
2037	0.1423393342
2038	0.1423365448
2039	0.1423344993
2040	0.1423311351
2041	0.1423190476
2042	0.1423155651
2043	0.1423060811
2044	0.1423031564
2045	0.1423000627
2046	0.1422961914
2047	0.1422931484
2048	0.1422899701
2049	0.1422897335
2050	0.1422858283
2051	0.1422816864
2052	0.1422784913
2053	0.1422728448
2054	0.1422694468
2055	0.1422677225
2056	0.1422641385
2057	0.1422617886
2058	0.1422591345
2059	0.1422509184
2060	0.1422486192
2061	0.1422474359
2062	0.142246151
2063	0.1422399129
2064	0.1422388817
2065	0.1422355175
2066	0.1422351963
2067	0.142234351
2068	0.1422267266
2069	0.1422215873
2070	0.1422209787
2071	0.1422206237
2072	0.1422174793
2073	0.1422144025
2074	0.1422121371
2075	0.1422092463
2076	0.1422036844
2077	0.1422000497
2078	0.1421939637
2079	0.142192121
2080	0.1421901093
2081	0.14218497
2082	0.1421798983
2083	0.1421707017
2084	0.1421669149
2085	0.1421629421
2086	0.1421612346
2087	0.1421505504
2088	0.1421459182
2089	0.1421431119
2090	0.1421426724
2091	0.1421416073
2092	0.1421364343
2093	0.1421300947
2094	0.142129317
2095	0.1421269334
2096	0.1421250568
2097	0.1421205262
2098	0.1421171282
2099	0.1421130708
2100	0.1421092671
2101	0.1421022851
2102	0.1420980756
2103	0.1420919558
2104	0.1420867997
2105	0.1420800544
2106	0.1420775185
2107	0.1420657861
2108	0.1420630812
2109	0.1420619317
2110	0.1420573165
2111	0.1420535465
2112	0.1420507233
2113	0.1420468181
2114	0.1420415098
2115	0.1420381963
2116	0.142034325
2117	0.1420328373
2118	0.1420264639
2119	0.1420256186
2120	0.1420204793
2121	0.1420172335
2122	0.1420136664
2123	0.142010877
2124	0.1420077326
2125	0.1420037936
2126	0.142001934
2127	0.141999432
2128	0.1419977414
2129	0.1419948168
2130	0.1419893732
2131	0.1419883758
2132	0.1419849101
2133	0.1419745302
2134	0.1419725015
2135	0.1419626456
2136	0.1419600252
2137	0.1419572527
2138	0.1419543619
2139	0.1419501524
2140	0.1419456893
2141	0.1419418011
2142	0.1419347515
2143	0.1419294601
2144	0.1419285472
2145	0.1419228669
2146	0.1419182855
2147	0.1419119798
2148	0.1419054204
2149	0.1419051668
2150	0.1419008897
2151	0.1418923694
2152	0.1418861988
2153	0.1418852521
2154	0.1418852521
2155	0.1418830544
2156	0.1418799438
2157	0.1418743481
2158	0.1418646443
2159	0.1418588626
2160	0.1418559042
2161	0.1418553463
2162	0.141852895
2163	0.1418488208
2164	0.1418469273
2165	0.1418466907
2166	0.1418449156
2167	0.1418415345
2168	0.1418307995
2169	0.1418233441
2170	0.1418207576
2171	0.1418156183
2172	0.1418133276
2173	0.1418074699
2174	0.1418032435
2175	0.1417994736
2176	0.1417900487
2177	0.141783016
2178	0.1417767779
2179	0.1417766342
2180	0.1417731601
2181	0.141770134
2182	0.1417642256
2183	0.1417612586
2184	0.1417597963
2185	0.1417563814
2186	0.1417476497
2187	0.1417474976
2188	0.1417425189
2189	0.1417392139
2190	0.1417384278
2191	0.1417360356
2192	0.1417304906
2193	0.1417261882
2194	0.1417200092
2195	0.1417184708
2196	0.1417146586
2197	0.1417119622
2198	0.1417047604
2199	0.1417037207
2200	0.1416975333
2201	0.1416944565
2202	0.141692394
2203	0.1416893341
2204	0.1416843555
2205	0.1416814224
2206	0.1416744996
2207	0.1416702816
2208	0.1416656073
2209	0.1416583801
2210	0.1416527591
2211	0.1416473155
2212	0.1416429032
2213	0.1416378484
2214	0.1416340278
2215	0.1416305875
2216	0.1416297253
2217	0.1416270289
2218	0.1416268936
2219	0.1416236562
2220	0.1416165559
2221	0.1416117886
2222	0.1416064211
2223	0.1416030569
2224	0.1416022031
2225	0.1415933446
2226	0.1415930403
2227	0.141590961
2228	0.14158452
2229	0.1415800823
2230	0.1415782311
2231	0.1415743344
2232	0.1415714435
2233	0.1415687556
2234	0.1415667776
2235	0.1415636247
2236	0.14156223
2237	0.1415589419
2238	0.1415512161
2239	0.1415464741
2240	0.1415415292
2241	0.1415368126
2242	0.141535139
2243	0.1415330004
2244	0.141526906
2245	0.1415211074
2246	0.1415176248
2247	0.1415109979
2248	0.1415028156
2249	0.1415023169
2250	0.1414994176
2251	0.1414935598
2252	0.1414889531
2253	0.141482436
2254	0.1414796043
2255	0.1414779138
2256	0.1414766797
2257	0.141471253
2258	0.1414680748
2259	0.1414667731
2260	0.1414611604
2261	0.1414599094
2262	0.1414507973
2263	0.1414473571
2264	0.1414468499
2265	0.141445675
2266	0.1414445254
2267	0.1414439253
2268	0.1414399102
2269	0.1414368841
2270	0.1414292344
2271	0.1414264534
2272	0.1414236978
2273	0.1414139011
2274	0.1414101311
2275	0.1414045946
2276	0.1413997934
2277	0.1413955501
2278	0.1413940371
2279	0.141392169
2280	0.1413882385
2281	0.141388061
2282	0.14138091
2283	0.1413779599
2284	0.1413774105
2285	0.1413747563
2286	0.1413726516
2287	0.141369989
2288	0.1413692367
2289	0.1413653653
2290	0.1413576987
2291	0.1413550952
2292	0.1413487303
2293	0.1413458733
2294	0.141341368
2295	0.141333304
2296	0.1413273533
2297	0.1413210137
2298	0.1413205319
2299	0.1413154434
2300	0.1413134231
2301	0.14130612
2302	0.1413013273
2303	0.1412984449
2304	0.1412966444
2305	0.1412927223
2306	0.1412887242
2307	0.1412823846
2308	0.1412755463
2309	0.1412738389
2310	0.1412704493
2311	0.1412666033
2312	0.1412611598
2313	0.1412549301
2314	0.1412491991
2315	0.141245108
2316	0.1412383204
2317	0.141230527
2318	0.1412257258
2319	0.1412234351
2320	0.1412111955
2321	0.1412077468
2322	0.1412038754
2323	0.1411944844
2324	0.1411876123
2325	0.1411868347
2326	0.1411856682
2327	0.141179168
2328	0.1411749078
2329	0.1411723382
2330	0.1411711379
2331	0.1411682978
2332	0.1411677821
2333	0.1411674018
2334	0.1411658127
2335	0.1411611552
2336	0.141153218
2337	0.141153049
2338	0.1411477069
2339	0.1411467601
2340	0.1411465066
2341	0.1411435143
2342	0.1411401332
2343	0.141137665
2344	0.1411338105
2345	0.1411273949
2346	0.141125493
2347	0.1411168881
2348	0.1411127547
2349	0.1411067194
2350	0.1410996952
2351	0.1410911156
2352	0.1410826713
2353	0.1410767121
2354	0.1410733987
2355	0.1410705501
2356	0.1410700598
2357	0.1410676085
2358	0.1410630018
2359	0.1410581753
2360	0.1410530529
2361	0.1410475332
2362	0.1410464513
2363	0.1410450988
2364	0.1410426306
2365	0.1410400948
2366	0.141035953
2367	0.1410336876
2368	0.1410307376
2369	0.1410261393
2370	0.1410188023
2371	0.14101286
